Title,Note,URL,Comment
The Tasting Kitchen,,https://www.google.com/maps/place/The+Tasting+Kitchen/data=!4m2!3m1!1s0x80c2babe2a0cb995:0x4ae8e4113cab63c5,
Pizzeria Sei,,https://www.google.com/maps/place/Pizzeria+Sei/data=!4m2!3m1!1s0x80c2b9cd103c3067:0x11c4df76c99c29e1,
Qin West Noodle,,https://www.google.com/maps/place/Qin+West+Noodle/data=!4m2!3m1!1s0x80c2bb82c81606ed:0xf4d473e2328fe03b,
Sun Nong Dan Western Ave.,,https://www.google.com/maps/place/Sun+Nong+Dan+Western+Ave./data=!4m2!3m1!1s0x80c2b926234724bd:0x3e9d47f1fe6bf53f,
Copenhagen Pastry,,https://www.google.com/maps/place/Copenhagen+Pastry/data=!4m2!3m1!1s0x80c2ba3ec0510623:0xd0c3cb5e3dd460f7,
Kaz The Soba Place,,https://www.google.com/maps/place/Kaz+The+Soba+Place/data=!4m2!3m1!1s0x80c2bb6d85647913:0x7a8802e4b0495034,
Holbox,,https://www.google.com/maps/place/Holbox/data=!4m2!3m1!1s0x80c2c80a8e7ecf31:0x30276566df8456bc,
Old Man Bar,,https://www.google.com/maps/place/Old+Man+Bar/data=!4m2!3m1!1s0x80c2ba66f1eaed4d:0xbd4d6f74f709b91a,
Bicyclette,,https://www.google.com/maps/place/Bicyclette/data=!4m2!3m1!1s0x80c2bb6eb83496bb:0xfdbfad699a4d4ebc,
Zinqué,,https://www.google.com/maps/place/Zinqu%C3%A9/data=!4m2!3m1!1s0x80c2ba95ecab7989:0xa8a88ab43213edbc,
Birdie G's,,https://www.google.com/maps/place/Birdie+G's/data=!4m2!3m1!1s0x80c2bb64f018af11:0x56c742666beb101f,
Cassia,,https://www.google.com/maps/place/Cassia/data=!4m2!3m1!1s0x80c2a4ce955a98e5:0x2f2bdd558da9b9b4,
Tartine,,https://www.google.com/maps/place/Tartine/data=!4m2!3m1!1s0x80c2bbe84c91d8fb:0xe9c74568a26b7711,
Bar Nine,,https://www.google.com/maps/place/Bar+Nine/data=!4m2!3m1!1s0x80c2b9848d8bacdf:0x42464bf9fe36b27,
Shancheng Lameizi Hot Pot,,https://www.google.com/maps/place/Shancheng+Lameizi+Hot+Pot/data=!4m2!3m1!1s0x80c2dabe7347e885:0x65b5625a456e0691,
Slab Barbecue,,https://www.google.com/maps/place/Slab+Barbecue/data=!4m2!3m1!1s0x80c2b938daf635e5:0x1b91023ea5975343,
Al's Hot Chicken,,https://www.google.com/maps/place/Al's+Hot+Chicken/data=!4m2!3m1!1s0x80c2bb77cbb6f43d:0x176d220c2a5107a5,
Calabra,,https://www.google.com/maps/place/Calabra/data=!4m2!3m1!1s0x80c2a5677e9bddb9:0x2b0ccdfbc50296b7,
Piccolo Santa Monica,,https://www.google.com/maps/place/Piccolo+Santa+Monica/data=!4m2!3m1!1s0x80c2bb7eaad213bf:0x4454878c4debf4a2,
Moun Of Tunis Restaurant,,https://www.google.com/maps/place/Moun+Of+Tunis+Restaurant/data=!4m2!3m1!1s0x80c2bedc19375347:0x8606b3854c996d3b,
UZUMAKI SUSHI,,https://www.google.com/maps/place/UZUMAKI+SUSHI/data=!4m2!3m1!1s0x80c2ba3ebea99cd7:0xb7c65982bac2b550,
Vito's Pizza,,https://www.google.com/maps/place/Vito's+Pizza/data=!4m2!3m1!1s0x80c2bb48635c929f:0xa8e50409ee73ebd1,
El Paladar Oaxaqueno Taco Truck,,https://www.google.com/maps/place/El+Paladar+Oaxaqueno+Taco+Truck/data=!4m2!3m1!1s0x80c2bb6f115cf039:0xf69fadb86faa3f69,
Poom Thai Cuisine,,https://www.google.com/maps/place/Poom+Thai+Cuisine/data=!4m2!3m1!1s0x80c2bb2a208aaac9:0x9cc7c1fd1ebc3170,
Blackbeard's Crafts,,https://www.google.com/maps/place/Blackbeard's+Crafts/data=!4m2!3m1!1s0x80c2bb715324318b:0xfd2a2f186b708b6c,
Chitchat Coffee + Matcha,,https://www.google.com/maps/place/Chitchat+Coffee+%2B+Matcha/data=!4m2!3m1!1s0x80c2bbd90b697cb5:0x3daf5289970d0be,
Hollywood Thai Resturant,,https://www.google.com/maps/place/Hollywood+Thai+Resturant/data=!4m2!3m1!1s0x80c2bf572e8f1bc5:0xdf40ec8f5e9685e3,
Milo & Olive,,https://www.google.com/maps/place/Milo+%26+Olive/data=!4m2!3m1!1s0x80c2bb4f73589133:0x35c9170a1addc172,
Kanpai Santa Monica,,https://www.google.com/maps/place/Kanpai+Santa+Monica/data=!4m2!3m1!1s0x80c2bb4f95b263f5:0x2df5aeed47f614fa,
Traktir Restaurant,,https://www.google.com/maps/place/Traktir+Restaurant/data=!4m2!3m1!1s0x80c2bec6550384f3:0x209b02a9ae65447d,
El Cid,,https://www.google.com/maps/place/El+Cid/data=!4m2!3m1!1s0x80c2c74ea9342d2f:0xd544d042f6ed6800,
The Comedy Store,,https://www.google.com/maps/place/The+Comedy+Store/data=!4m2!3m1!1s0x80c2bebe69cbb083:0x90c46ef49c64251f,
The Win~Dow at American Beauty,,https://www.google.com/maps/place/The+Win~Dow+at+American+Beauty/data=!4m2!3m1!1s0x80c2bb54a55e4e7b:0x15381387592924e1,
goodboybob coffee,,https://www.google.com/maps/place/goodboybob+coffee/data=!4m2!3m1!1s0x80c2bb37a29d7a03:0xfd83d1283048ef5f,
Bianca,,https://www.google.com/maps/place/Bianca/data=!4m2!3m1!1s0x80c2b9223cab8b6b:0x35b8c154957a3bbf,
Mavro Coffee,,https://www.google.com/maps/place/Mavro+Coffee/data=!4m2!3m1!1s0x80c2bbed1700d9fb:0xa23951f9f4af4d56,
Barrique,,https://www.google.com/maps/place/Barrique/data=!4m2!3m1!1s0x80c2bac6274b980d:0x5efe76d07942110a,
Board House Coffee,,https://www.google.com/maps/place/Board+House+Coffee/data=!4m2!3m1!1s0x80c2bb68528b7e69:0xc69a003b2c226d40,
Sushi King,,https://www.google.com/maps/place/Sushi+King/data=!4m2!3m1!1s0x80c2a4ca86ced63b:0x4d47df40c1e2abc8,
Rutts Catering,,https://www.google.com/maps/place/Rutts+Catering/data=!4m2!3m1!1s0x80c2ba418d33a9db:0xba9395b2758e0bc8,
"UnUrban Coffee House 100% Organic Food & Drinks, certified organic every 
ingredient",,"https://www.google.com/maps/place/UnUrban+Coffee+House+100%25+Organic+Food+%26+Drinks,+certified+organic+every+%0Aingredient/data=!4m2!3m1!1s0x80c2bb10e876cf31:0x57b37a8045d6b161",
Belle Vie Food & Wine,,https://www.google.com/maps/place/Belle+Vie+Food+%26+Wine/data=!4m2!3m1!1s0x80c2bb5da19d154f:0x9cb67f6454357538,
Deus Ex Machina - Emporium Of Post Modern Activities,,https://www.google.com/maps/place/Deus+Ex+Machina+-+Emporium+Of+Post+Modern+Activities/data=!4m2!3m1!1s0x80c2ba92bf5126c1:0x5c226a45cb95c25d,
