Title,Note,URL,Comment
Apollonia's Pizzeria,,https://www.google.com/maps/place/Apollonia's+Pizzeria/data=!4m2!3m1!1s0x80c2b8e0f3ec3c17:0xa899e76897b13037,
n/naka,,https://www.google.com/maps/place/n%2Fnaka/data=!4m2!3m1!1s0x80c2ba34c89eb16f:0x49648b4811cb5b39,
Bathtub Gin & Co.,,https://www.google.com/maps/place/Bathtub+Gin+%26+Co./data=!4m2!3m1!1s0x5490154dacd80553:0x2b3ba453cc416a95,
Cantinetta,,https://www.google.com/maps/place/Cantinetta/data=!4m2!3m1!1s0x549014fe8f1c96af:0xa3a2ce230f7dd57d,
San Fermo,,https://www.google.com/maps/place/San+Fermo/data=!4m2!3m1!1s0x549015c65e65674f:0x8fc2a4d7a085336,
mbar,,https://www.google.com/maps/place/mbar/data=!4m2!3m1!1s0x5490153730e9f873:0x325c1d7191a859d2,
Highland Park Brewery,,https://www.google.com/maps/place/Highland+Park+Brewery/data=!4m2!3m1!1s0x80c2c65ea965b651:0x9ad3cdd450fce273,
Chandni,,https://www.google.com/maps/place/Chandni/data=!4m2!3m1!1s0x80c2bb4b02190a51:0x2d78acdef3e38dff,
Apt 503 Lounge,,https://www.google.com/maps/place/Apt+503+Lounge/data=!4m2!3m1!1s0x80c2b884bd7961cd:0x910924cf2cef82bc,
Raffi's Place,,https://www.google.com/maps/place/Raffi's+Place/data=!4m2!3m1!1s0x80c2c0ffe618e84f:0xb4904f6dc49a8c74,
Oste,,https://www.google.com/maps/place/Oste/data=!4m2!3m1!1s0x80c2b9725bed0adb:0x74e15975df18b593,
Black Rabbit Rose Magic,,https://www.google.com/maps/place/Black+Rabbit+Rose+Magic/data=!4m2!3m1!1s0x80c2bf3b7c6c7c57:0xa4bc1e3c7c45a43e,
République Café Bakery & République Restaurant,,https://www.google.com/maps/place/R%C3%A9publique+Caf%C3%A9+Bakery+%26+R%C3%A9publique+Restaurant/data=!4m2!3m1!1s0x80c2b8dfce39a0a9:0x9ab1e575a704621c,
Mayura Indian Restaurant,,https://www.google.com/maps/place/Mayura+Indian+Restaurant/data=!4m2!3m1!1s0x80c2bbbf2b50ec41:0xcac3f43013e39c16,
Cobi's,,https://www.google.com/maps/place/Cobi's/data=!4m2!3m1!1s0x80c2a5ec4f07bc3d:0xbf103446e7773f6e,
Da Maat,,https://www.google.com/maps/place/Da+Maat/data=!4m2!3m1!1s0x80dd4adcc33d4b97:0x2a215946e152249a,
Treehouse,,https://www.google.com/maps/place/Treehouse/data=!4m2!3m1!1s0x80c2c65b29455ad9:0x100690ebd8e3e872,
The Rose Room,,https://www.google.com/maps/place/The+Rose+Room/data=!4m2!3m1!1s0x80c2bace9f3b614f:0x61e378fb81103213,
Catch LA,,https://www.google.com/maps/place/Catch+LA/data=!4m2!3m1!1s0x80c2beae53e0b6c7:0x84d96cf8a344aa55,
Cafe Laurent,,https://www.google.com/maps/place/Cafe+Laurent/data=!4m2!3m1!1s0x80c2ba23bcbf4663:0x8e4e1c6f457ba822,
Tagine,,https://www.google.com/maps/place/Tagine/data=!4m2!3m1!1s0x80c2b95199bc6d15:0xd7c501759861fa53,
Perch,,https://www.google.com/maps/place/Perch/data=!4m2!3m1!1s0x80c2c64b17a7b2a9:0x35a90616562b4544,
Nuka Cafe,,https://www.google.com/maps/place/Nuka+Cafe/data=!4m2!3m1!1s0x80c2bb2c35562893:0x780dec8c53518970,
Chengdu Taste,,https://www.google.com/maps/place/Chengdu+Taste/data=!4m2!3m1!1s0x80c2c53efe62ec7d:0xb23351b18c4ef106,
"Canter's Restaurant, Bakery, Deli and Bar",,"https://www.google.com/maps/place/Canter's+Restaurant,+Bakery,+Deli+and+Bar/data=!4m2!3m1!1s0x80c2b9332567369f:0xdd02eb055810bfaa",
Bavel,,https://www.google.com/maps/place/Bavel/data=!4m2!3m1!1s0x80c2c63ce6f00001:0x408b2a5b25d4727,
SACHI.LA,,https://www.google.com/maps/place/SACHI.LA/data=!4m2!3m1!1s0x80c2ba7219d4b9c3:0x15d19ebb1593c274,
The Irish Times Pub & Restaurant,,https://www.google.com/maps/place/The+Irish+Times+Pub+%26+Restaurant/data=!4m2!3m1!1s0x80c2bbcb92f2ff71:0xdd4a226139dd9d2e,
Chaumont Bakery & Café,,https://www.google.com/maps/place/Chaumont+Bakery+%26+Caf%C3%A9/data=!4m2!3m1!1s0x80c2bbf949c384f5:0xd295ffe690886d96,
Paper or Plastik Cafe,,https://www.google.com/maps/place/Paper+or+Plastik+Cafe/data=!4m2!3m1!1s0x80c2b913d27ccc7d:0xa3db6c6d0df93a0d,
My 2 Cents LA,,https://www.google.com/maps/place/My+2+Cents+LA/data=!4m2!3m1!1s0x80c2b9102499c36b:0x82756ea2fe8a506e,
Felix Trattoria,,https://www.google.com/maps/place/Felix+Trattoria/data=!4m2!3m1!1s0x80c2bac7a7e23c79:0x822cb0458cd867ff,
NORTHERN CAFE CHINESE HOT POT,,https://www.google.com/maps/place/NORTHERN+CAFE+CHINESE+HOT+POT/data=!4m2!3m1!1s0x80c2bd6f88d18a93:0xaaa6bb33e2e74eec,
Romanov Restaurant and Lounge,,https://www.google.com/maps/place/Romanov+Restaurant+and+Lounge/data=!4m2!3m1!1s0x80c2bdfb9d78fecd:0xa52f47b79b297d30,
Neighbor,,https://www.google.com/maps/place/Neighbor/data=!4m2!3m1!1s0x80c2bac709625e5d:0xe979f214f1009953,
Meizhou Dongpo Restaurant 眉州东坡,,https://www.google.com/maps/place/Meizhou+Dongpo+Restaurant+%E7%9C%89%E5%B7%9E%E4%B8%9C%E5%9D%A1/data=!4m2!3m1!1s0x80c2bb8cf82eedbb:0xf97212f3a1b6b427,
Pizzeria Mozza,,https://www.google.com/maps/place/Pizzeria+Mozza/data=!4m2!3m1!1s0x80c2b8d3a0ee6b6d:0x7fd7c9cbe4f265c7,
The Gangjung,,https://www.google.com/maps/place/The+Gangjung/data=!4m2!3m1!1s0x80c2b89acd1d4b55:0x315eb2f9169a61e0,
OB Bear,,https://www.google.com/maps/place/OB+Bear/data=!4m2!3m1!1s0x80c2c779b7bda98f:0xf4141a4fdf91b7da,
Cha Cha Chicken,,https://www.google.com/maps/place/Cha+Cha+Chicken/data=!4m2!3m1!1s0x80c2a4d596abf329:0xb2fa86dcf23f8d15,
Greystone Mansion,,https://www.google.com/maps/place/Greystone+Mansion/data=!4m2!3m1!1s0x80c2bc2214934a21:0xd0e555cd4e40aeb2,
Clayton’s Public House,,https://www.google.com/maps/place/Clayton%E2%80%99s+Public+House/data=!4m2!3m1!1s0x80c2c7fe489657ff:0x2fefe57550515906,
Palermo Italian Restaurant,,https://www.google.com/maps/place/Palermo+Italian+Restaurant/data=!4m2!3m1!1s0x80c2c0af1c460a29:0x464bf52b9b3df56c,
The Reserve,,https://www.google.com/maps/place/The+Reserve/data=!4m2!3m1!1s0x80c2c63545599d4b:0xc53cafb3eeb64883,
Laurel Hardware,,https://www.google.com/maps/place/Laurel+Hardware/data=!4m2!3m1!1s0x80c2bec671b87745:0xa643030819ac41d9,
Upright Citizens Brigade Sunset,,https://www.google.com/maps/place/Upright+Citizens+Brigade+Sunset/data=!4m2!3m1!1s0x80c2bf46cb5e7cf9:0x509f6878297c8375,
The Museum of Contemporary Art,,https://www.google.com/maps/place/The+Museum+of+Contemporary+Art/data=!4m2!3m1!1s0x80c2c725022ad573:0xa2fdb7fdb2484b46,
The Cat & Fiddle Pub & Restaurant,,https://www.google.com/maps/place/The+Cat+%26+Fiddle+Pub+%26+Restaurant/data=!4m2!3m1!1s0x80c2bf3a93f2db1d:0xe5bc74269889a3ba,
The Edmon,,https://www.google.com/maps/place/The+Edmon/data=!4m2!3m1!1s0x80c2b8b04e105585:0x7d4966c465736f91,
Rockreation Los Angeles Sport Climbing Center,,https://www.google.com/maps/place/Rockreation+Los+Angeles+Sport+Climbing+Center/data=!4m2!3m1!1s0x80c2bb12db9959bf:0x742ac5f1bf07d879,
Mandrake,,https://www.google.com/maps/place/Mandrake/data=!4m2!3m1!1s0x80c2b99de628055f:0x3a96b9c2ddb5726e,
Bigfoot Lodge West,,https://www.google.com/maps/place/Bigfoot+Lodge+West/data=!4m2!3m1!1s0x80c2ba377ed69867:0x9f1c79c0356d1c5e,
Oldfield's Liquor Room,,https://www.google.com/maps/place/Oldfield's+Liquor+Room/data=!4m2!3m1!1s0x80c2ba375d34a4a7:0x945a2f0b7ae6d3a8,
